issue_key,project_key,project_name,issue_type,status,priority,created,updated,labels,summary,description,acceptance_criteria,comments
CSCI-399,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,11/Sep/25 9:26 AM,10/Oct/25 12:10 PM,,Review Source-to-Target Map for Dim_Date part 2,to have a discussion with you @user about this task.,* Finalize that the work on Source-to-Target Map for DIM_DATE is correct.,
CSCI-398,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,11/Sep/25 9:25 AM,29/Sep/25 9:12 AM,,Review Source-to-Target Map for Dim_Employee part 2,Review the mapping of DIM_Employee Dimension: DIM_Employee,"* Finalize that the work on Source-to-Target Map for DIM_Employee correct.
** Review the Source-to-Target Map for DIM_Employee against the current production environment.
** Update the mapping file to reflect any changes or corrections found.
** Peer review completed and signed off by Chloe/Harrison
** Communicate changes of mapping file to the Jira/standup for traceability.","@user to review cc @user

@user I have completed model design for this."
CSCI-394,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,09/Sep/25 3:20 PM,11/Sep/25 11:38 AM,,Summary of KPIs from businesses that are available on the platform.,Looking at KPIs and what’s already available in Snowflake,"To pick available KPIs available on Presentation Layer, and eventually structured in the Gold layer when in medallion structure.",
CSCI-391,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,08/Sep/25 8:49 AM,12/Sep/25 6:20 PM,,Extract the parquet for AR_Transaction_History,"*Description*

Extract the parquets files for these tables

* TDB15.ILS.dbo.AR_Transaction_History

h2.","* -Extract the parquet files-
* -File validation-
* -Upload it in Azure blob storage-
* -Post-upload verification-","@user @user 

Parquet files have been uploaded to Azure Storage.

[parquetfiles - Microsoft Azure|https://portal.azure.com/#view/Microsoft_Azure_Storage/ContainerMenuBlade/~/overview/storageAccountId/%2Fsubscriptions%2Fdc516e92-8716-44f9-b09c-fc5ca9cdd01a%2FresourceGroups%2Fcwr-ase-dpdev-rg%2Fproviders%2FMicrosoft.Storage%2FstorageAccounts%2Fcwraseedpdevst/path/parquetfiles/etag/%220x8DD4FE2D7009ECA%22/defaultId//publicAccessVal/None]"
CSCI-390,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,08/Sep/25 8:29 AM,12/Sep/25 6:13 PM,,RITM0174658 - - Ashutosh Jumpbox access to CW BLOB storage,Phil to raise servnicenow ticket for Ashutosh Jumpbox access to CW BLOB storage,Jumpbox → Blob Access availble for Ashutosh,still in progress
CSCI-389,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,08/Sep/25 8:29 AM,12/Sep/25 6:13 PM,,RITM0174658 - Aswini access to CW BLOB storage,PHil to raise in Servicenow direct access to CW BLOB storage for Aswini,Jumpbox → Blob Access availble for Aswini,"still in progress

Issue split into:
|CSCI-430|RITM0174658 - Aswini and Ashutosh access to CW BLOB storage|"
CSCI-388,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,02/Sep/25 12:41 PM,12/Sep/25 6:36 PM,Ingestion,Manhattan Scale data ingestion,"Import the data for ILS tables

location_inventory

AR_Transaction_History

Transaction_History

* Create extract meta records
* Create & Run end to end pipelines in ADF",,"Delta in progress. 

Waiting for @Adeel to get access to start historical upload.

Historical upload in progress

Issue split into:
|CSCI-426|Manhattan Scale data ingestion - part 2|"
CSCI-387,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,02/Sep/25 11:40 AM,12/Sep/25 6:20 PM,,Review Source-to-Target Map for Dim_PO,Review the mapping of DIM_PO Dimension: [Source-To-Target-Mapping (STTM).xlsx|https://mychemist.sharepoint.com/:x:/r/sites/TheLanding/MergeCoData/Shared%20Documents/01.%20Projects/01.%20SC%20Interim%20Data%20Platform/01.%20Discovery/Source%20to%20Target%20Facts%20and%20Dims%20in%20Prioritised%20domains/Source-To-Target-Mapping%20(STTM).xlsx?d=w91fdef3eff684f5fb7d9135bb7c90fc8&csf=1&web=1&e=KnX8aA&nav=MTVfezA1OUMyOEU2LTI4QTQtNDY2Ny1CODMzLUIwQUM0NDVFODBDNH0],"* Finalize that the work on Source-to-Target Map for DIM_PO is correct.
** Review the Source-to-Target Map for DIM_PO against the current production environment.
** Update the mapping file to reflect any changes or corrections found.
** Peer review completed and signed off by Chloe/Harrison
** Communicate changes of mapping file to the Jira/standup for traceability.",
CSCI-386,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,02/Sep/25 11:40 AM,12/Sep/25 3:24 PM,,CWRetail EDP - Details Tech Design - 2/9 - 14/9,Work on Detailed Tech Design for EDP CWRetails .,,"Making Physical Diagram of Snowflake, ADF and combined"
CSCI-385,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,02/Sep/25 9:56 AM,12/Sep/25 6:32 PM,,Silver model for facts,"Develop a Silver data model for Facts, transforming and integrating data from the Bronze layer to provide a cleansed, structured, and business-ready dataset. 

The Silver model should address data quality issues, apply necessary business logic, and ensure consistency for downstream analytics and reporting.","* -Silver (Kimball Medallion model) for Facts to be constructed.-
* -Diagram in tool i.e. [http://draw.io|http://draw.io] -
* peer reviewed
* Documentation
* Stakeholder Sign-off","Facts covered:

* fact_sales_retail
* fact_sales_retail_electronic_payments
* Fact_sales_audit_log_history

Fct_Retail_Sales completed with Columns and definitions
FCT_Sales_Retail_Electronic_Payments completed with Columns and definitions

All Fact tables definitions are completed

FCT_Sales_Retail 

FCT_Sales_Retail_Electronic_Payments
FCT_Transactions_Audit_History

Need to review with Harrison and Alan

Structure is Updted in Merge Co Folder

[Business Matrix_Retail - Simplified.xlsx|https://mychemist.sharepoint.com/:x:/r/sites/TheLanding/MergeCoData/Shared%20Documents/01.%20Projects/01.%20SC%20Interim%20Data%20Platform/01.%20Discovery/Business%20Matrix_Retail%20-%20Simplified.xlsx?d=w0e262bf7be84407d8dbff2bb4d4c5e00&csf=1&web=1&e=dGjeuu]

Issue split into:
|CSCI-437|Silver model for facts - review for Alan|"
CSCI-384,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,02/Sep/25 9:56 AM,12/Sep/25 9:49 AM,,Silver model for Dims,"Develop a Silver data model for Dims, transforming and integrating data from the Bronze layer to provide a cleansed, structured, and business-ready dataset. 

The Silver model should address data quality issues, apply necessary business logic, and ensure consistency for downstream analytics and reporting.","* -Silver (Kimball Medallion model) for Dims to be constructed.-
* -Diagram in tool i.e. draw.io-
* -peer reviewed-
* Documentation
* Stakeholder Sign-off","Workshop for Silver Model for Product and Store is complete now. Agreed data model will be published on Confluence soon.

Store dim is complete and is available on Confluence
Product Dim final review complete. Suggestions to be incorporated and made available in Confluence

@user - to update on details on what dims are covered

Hey @user - do you have links to the [draw.io|http://draw.io] diagram?

Dim tables Silver Layer Structure is updated in Confluence
[https://sigmahealthcare.atlassian.net/wiki/spaces/DE/pages/1610711044/Enterprise+Data+Model|https://sigmahealthcare.atlassian.net/wiki/spaces/DE/pages/1610711044/Enterprise+Data+Model] . Tool used is Lucid Chart

Review completed with Alan. All good to go."
CSCI-383,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,02/Sep/25 8:42 AM,12/Sep/25 6:20 PM,,Extract parquet for AR_SHIPMENT_DETAIL table,"Extract the parquets files for these tables

* AR_SHIPMENT_DETAIL","* -Extract the parquet files-
* -File validation-
* -Upload it in Azure blob storage-
* -Post-upload verification-","Extracted the parquet for AR_shipment Detail, 

Validated the files, sizes and row count

Uploaded the parquet extracts in the blob storage

CC: @user @user"
CSCI-382,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,01/Sep/25 9:50 AM,10/Sep/25 4:29 PM,,DAta ingestion - SPSWHSPurchase,"Ingest data in the below tables from the database SPSWHSPurchase.

|TDB08AX2012|SpsWhsPurchase|POInvoiceLine|781|
|TDB08AX2012|SpsWhsPurchase|POInvoiceTable|251|
|TDB08AX2012|SpsWhsPurchase|PurchReqLine|1,692|
|TDB08AX2012|SpsWhsPurchase|PurchReqTable|368|
|TDB08AX2012|SpsWhsPurchase|PurchStatus|83|
|TDB08AX2012|SpsWhsPurchase|VendorType|75|","* -Insert records in extract Meta-
* -Create linked services -
* -Configure and run end to end pipelines-",
CSCI-381,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,01/Sep/25 2:30 AM,19/Nov/25 11:46 AM,,Implement Snowflake CD pipelines,Review output of [https://sigmahealthcare.atlassian.net/browse/CSCI-151|https://sigmahealthcare.atlassian.net/browse/CSCI-151] and [https://sigmahealthcare.atlassian.net/browse/CSCI-159|https://sigmahealthcare.atlassian.net/browse/CSCI-159],,"I’ll reach out for what’s covered in part 3 @user

This is to pick up from what was left in late July. @user

Chloe and Eugene were working on the Release pipeline for Snowflake which follows the sequenced logic as fleshed out in the edp-snowflake-release.

Next step: Eugene to review and fix the PowerShell command scripts."
CSCI-380,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,01/Sep/25 2:29 AM,12/Sep/25 6:25 PM,,ExpressRoute Monitoring - (1 Sep - 15th Sep),Monitor ExpressRoute throughput utilisation,"# *Metric Visibility:*
#* ExpressRoute connection metrics (e.g., Ingress/Egress throughput) are visible in Azure Monitor or Network Insights.
#* Bandwidth usage can be correlated with ADF pipeline execution timelines.
# *Alerting Rules:*
#* Alerts are configured to trigger when bandwidth usage exceeds a defined threshold (e.g., 70% of provisioned bandwidth).
#* Alerts include pipeline metadata (e.g., pipeline name, run ID) when possible, to trace high-usage executions.
# *Log Collection:*
#* Network bandwidth logs (e.g., from Network Performance Monitor or Azure Network Watcher) are retained for a minimum of 30 days.
#* ADF pipeline run logs include integration runtime IPs or endpoints for cross-reference.
# *Validation Testing:*
#* At least one high-throughput ADF pipeline is executed to validate that bandwidth spikes are captured and logged as expected.
#* Test scenarios simulate concurrent pipeline runs to verify system responsiveness and alert thresholds.
# *Governance & Review:*
#* A monthly review is conducted to assess if bandwidth consumption patterns require scaling up/down of ExpressRoute or ADF optimization.
#* A weekly review to be initially done on until Oct 2025.",
CSCI-379,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,01/Sep/25 2:18 AM,12/Sep/25 6:20 PM,,Extract parquet for TransactionAuditSaleActivityLog - part 2,"Extract the parquets files for these tables 

* TransactionStorage.dbo.TransactionAuditSaleActivityLog
* TransactionStorage.dbo.TransactionAuditSaleActivityLogHistory
* TransactionStorage.dbo.Transactions_ElectronicPayments","* -Extract the parquet files-
* -File validation-
* -Upload it in Azure blob storage-
* -Post-upload verification-","Uploaded the parquet extracts in the blob storage

cc @user @user"
CSCI-378,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,01/Sep/25 2:17 AM,12/Sep/25 6:20 PM,,Create Source-to-Target Map for Dim_PO - part 2,Source to target mapping for Dim_PO - filling out sheet as per Source-to-target dims,"* Columns as per[ supplied sheet|https://mychemist.sharepoint.com/:x:/r/sites/TheLanding/MergeCoData/Shared%20Documents/01.%20Projects/01.%20SC%20Interim%20Data%20Platform/01.%20Discovery/Source%20to%20Target%20Facts%20and%20Dims%20in%20Prioritised%20domains/Source-To-Target-Mapping%20(STTM).xlsx?d=w91fdef3eff684f5fb7d9135bb7c90fc8&csf=1&web=1&e=you9On] to be filled
** Pres Column name
** Data type
** Description
** Source
*** Server
*** DB
*** Schema
*** TAble 
*** Column
*** Derived? Yes or no","Completed the DIM_PO mapping [Source-To-Target-Mapping (STTM).xlsx|https://mychemist.sharepoint.com/:x:/r/sites/TheLanding/MergeCoData/Shared%20Documents/01.%20Projects/01.%20SC%20Interim%20Data%20Platform/01.%20Discovery/Source%20to%20Target%20Facts%20and%20Dims%20in%20Prioritised%20domains/Source-To-Target-Mapping%20(STTM).xlsx?d=w91fdef3eff684f5fb7d9135bb7c90fc8&csf=1&web=1&e=U4d8Ue&nav=MTVfezA1OUMyOEU2LTI4QTQtNDY2Ny1CODMzLUIwQUM0NDVFODBDNH0]

Create review ticket
[https://sigmahealthcare.atlassian.net/browse/CSCI-387|https://sigmahealthcare.atlassian.net/browse/CSCI-387]"
CSCI-377,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,01/Sep/25 2:14 AM,12/Sep/25 6:22 PM,,Discussion - how we should approach getting specs/info on MAWM visibility - part 2,"Discussion - how we should approach getting specs/info on MAWM visibility

This is mainly captured in sessions with Chandan about where data lives for Manhattan Scale and Manhattan active.","Discussion - how we should approach getting specs/info on MAWM visibility

* Gaining insight on Scale and Active structure from Chandan’s sessions
* Documentation about Scale and Active","Hey @user - would it be OK to note what’s being captured from Chandan’s sessions here?

Thank you

Issue split into:
|CSCI-423|Discussion - how we should approach getting specs/info on MAWM visibility - part 2|"
CSCI-376,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,01/Sep/25 2:13 AM,12/Sep/25 8:55 AM,,Review Source-to-Target Map for Fact_Store_Inventory_Snapshot,Source to target mapping for Fact_Store_Inventory_Snapshot - filling out sheet as per Source-to-target dims,"* Columns as per[ supplied sheet|https://sigmacompanylimited-my.sharepoint.com/:x:/r/personal/phillip_yuen_sigmahealthcare_com_au/Documents/Inventory%20Source-to-target%20document%20-%20Dimensions.xlsx?d=w8e06411f59a74a9faefa002ad5a5b931&csf=1&web=1&e=cpn3bw&nav=MTVfezg1QUM4QzQwLTY1RUMtNDkxQy05N0RCLTY0QjQ2OTI4RDJDQn0] to be filled
** Pres Column name
** Data type
** Description
** Source
*** Server
*** DB
*** Schema
*** TAble 
*** Column
*** Derived? Yes or no",Hey @user is this something we get @user to review? (much like @user 's Dim tables)
CSCI-375,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,30/Aug/25 3:13 PM,11/Sep/25 9:57 AM,,ILS - Manhattan Scale Integration - Ingestion of remaining 7 tables - review,"DATA IN for critical identified objects from Manhattan Scale db (ILS)

Implement data ingestion for critical identity objects from the on-premises Manhattan Scale (ILS) database into the cloud data platform. This includes configuring the necessary Azure Data Factory (ADF) components to support automated and reliable data flow.

Latest update;

* Ticket raised. REQ0156142
* Currently with the infrastructure cloud team - Brent - Cloud services manager.
* !image-20250729-063227 (1ed4c70f-781d-46cb-9ced-b8db1e7f0691).png|width=961,height=959,alt=""image-20250729-063227.png""!
Below are the list of tables to be ingested. Out of these the first one in the list i.e. Carrier is ingested in phase 1.

|ILS|Carrier|
|ILS|Functional_area_status_flow|
|ILS|Item|
|ILS|Location|
|ILS|Location_inventory|
|ILS|Routing_guide|
|ILS|Shipment_detail|
|ILS|Shipment_header|","Definition of done:

* -Extract meta created ()-
* -Linked services created-
* -Pipeline run end to end-
* Whitelisting of on-prem prod database server. (Done by @user )","Hi @user ,

As we discussed on Friday, the tables Shipment_detail & Shipment_header contains only 15 days worth of data in source. So if we intend to load more history we may have to ingest their historic tables presented below highlighted by @user .

# AR_SHIPMENT_DETAIL
# AR_SHIPMENT_HEADER

Please help to get this confirmed and I can add these in current sprint.

@user confirmed with @user - these should be included.

Will start with delta part only"
CSCI-374,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,30/Aug/25 3:12 PM,12/Sep/25 6:26 PM,,Understanding current architecture - please fill out coverage,"As an engineer - I would like to receive the current in future state of architecture so that I know what type of work I need to create and where my work is going towards (i.e. a goal)

Key areas:

* DLA
* @user - I might need your help to fill the rest of this out

Covered areas as per 12/9:

# Got a fair idea of how the ingestion framework (ADF +Snowflake ) from various source systems to snowflake stage works.
# Became aware of the branching strategy that are being discussed
# CI/CD is in initial stage at the moment . Confident to get acquainted with this when the approach is finalized etc.","* -receive documentation about the current architecture - now reviewing-
** receive documentation about architecture we are working towards
* -Ask relevant questions about where we currently are at to fill knowledge gaps-
* -Able to apply professional knowledge and opinion on current work-
* Able to leverage architecture knowledge to create own Jira tasks with acceptance criteria levera","Can you fill the rest of this out @user

# Got a fair idea of how the ingestion framework (ADF +Snowflake ) from various source systems to snowflake stage works.
# Became aware of the branching strategy that are being discussed
# CI/CD is in initial stage at the moment . Confident to get acquainted with this when the approach is finalized etc.

If this ticket is to cover above point only, then I am fine to complete this one. In case we need a separate ticket going forward, we can very well raise to cover other aspects not listed here."
CSCI-373,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,30/Aug/25 3:10 PM,11/Sep/25 9:56 AM,,General Reference-Integration - Ingestion of 2 tables - review,"DATA IN for critical identified objects from General Reference db

Below are the list of tables to be ingested. 

|General_Reference|AXVendorDetails_EDP|
|General_Reference|BranchInfoGlobal_EDP|","Definition of done:

* -Extract meta created ()-
* -Linked services created-
* -Pipeline run end to end-
* Whitelisting of on-prem prod database server. (Done by @user )",
CSCI-372,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,30/Aug/25 3:10 PM,12/Sep/25 6:25 PM,,APPRISS Objects ingestion - remaining talbes ingestion,"h2. Summary

We need to identify any additional objects required for APPRISS that have not yet been ingested into EDP Snowflake.

h2. Context

Most tables from the StockDb and TransactionStorage databases have already been ingested. This issue focuses on ensuring that all necessary objects for APPRISS are accounted for.

h2. Other information

N/A","We need to set up pipelines for initial and delta loads for the following APPRISS tables

* -Extract meta created-
* -Linked services created-
* -pipelines set up-
* -initial load tested-
* delta load tested
* pipeline run from end to end","starting on delta ingestion. cc @user

need to catch up with Adeel about access

@user Diafy Gerardo was working on these. I was told they should have finished by yesterday. Needs confirmation

@user cc @user

@user : Could you please confirm if access to Blob is sorted?

cc @user , @user

@user / @user - would it be OK to get the servicenow ticket number for this?

Thanks

@user Created a project task for it for the team. PRJTASK0189032. Diafy is aware of it and told me it shouldn’t take more than a couple of hours.

@user [RITM0173947 | Requested Item | Chemist Warehouse Retail|https://cwretail.service-now.com/now/nav/ui/classic/params/target/sc_req_item.do%3Fsys_id%3Daf06e80f3323e21047764f945d5c7b20%26sysparm_view%3D]

FYI ticket complete

Aswini to get blob storage access as per next dependency discovered.

Request for Jumpbox for data engineers to use to access BLOB storage created. REQ0159213

Hi @user ,@ @user,

Historic data ingestion for TRANSACTIONS_ELECTRONICPAYMENTS , TransactionAuditSaleActivityLogHistory into snowflake is in progress. I am facing some data/ column issues which I will debug and reach out to @user to see how we can handle this issue in framework . Hopefully we will ingest these 2 tables this sprint.

Issue split into:
|CSCI-419|APPRISS Objects ingestion - remaining talbes ingestion part 2|"
CSCI-371,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,30/Aug/25 2:41 PM,16/Sep/25 9:56 AM,,APPRISS Sample datashare - review,"Data share - Data Generated by CK - Manual data created, now need to be uploaded.
The sample data is placed under below share point location by CK. These sample data needs to be placed/loaded in data share.",* -Data is uploaded.-,
CSCI-370,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,30/Aug/25 2:34 PM,12/Sep/25 2:48 PM,,Create an SSO approach with SCIM + SAML - part 2,"This task involves implementing secure Single Sign-On (SSO) and automated user/group provisioning between *Microsoft Entra ID* and *Snowflake*, using *SAML 2.0* and *SCIM v2*, with all traffic routed through *Azure Private Link* to eliminate public exposure.

The configuration includes:

* Creating and configuring the Snowflake Enterprise App in Entra ID.
* Establishing SAML trust and metadata exchange between Entra ID and Snowflake.
* Enabling SCIM API integration in Snowflake.
* Setting up automatic provisioning in Entra ID.
* Validating SSO and SCIM flows.
* Applying security best practices and ongoing maintenance.","* The Entra ID Enterprise Application for Snowflake is created and configured with correct SAML attributes.
* SAML metadata is exchanged and validated between Entra ID and Snowflake.
* SCIM API integration is successfully created in Snowflake with OAuth credentials.
* Automatic provisioning is enabled in Entra ID and tested for users and groups.
* SSO login via Entra ID (both IdP-initiated and SP-initiated) is functional.
* All traffic is confirmed to route through Azure Private Link, with no public endpoints.
* Logging and monitoring are enabled in both Snowflake and Entra ID.
* Security controls such as MFA, RBAC, NSGs, and certificate rotation are implemented.
* Documentation and disaster recovery procedures are updated and tested.","Feel free to cut down the AC if you wish @user

Document available at: [SCIM+SAML - Snowflake and Entra ID SSO Configuration via Azure Private Link - Overview|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_wiki/wikis/Enterprise-Data-Platform-Implementation.wiki/5170/SCIM-SAML-Snowflake-and-Entra-ID-SSO-Configuration-via-Azure-Private-Link]"
CSCI-369,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,29/Aug/25 11:06 AM,10/Sep/25 4:38 AM,,VDI change in direction - notes,"* Size VDI
** CReate VM
* Install tools inside VDI - 

Expecatation - for people to log into VDI for work.",VDI should be accessible to access privatelink and blob storage,
CSCI-368,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,28/Aug/25 10:37 AM,30/Aug/25 3:10 PM,,General Reference-Integration - Ingestion of 2 tables - development,"DATA IN for critical identified objects from General Reference db

Below are the list of tables to be ingested. 

|General_Reference|AXVendorDetails_EDP|
|General_Reference|BranchInfoGlobal_EDP|","Definition of done:

* -Extract meta created ()-
* -Linked services created-
* -Pipeline run end to end-
* Whitelisting of on-prem prod database server. (Done by @user )","Ingestion of these 2 tables are done in snowflake dev.

Issue split into:
|CSCI-373|General Reference-Integration - Ingestion of 2 tables - review|"
CSCI-367,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,27/Aug/25 2:58 PM,27/Aug/25 3:00 PM,,202734 - Share Snowflake metadata with Entra Admin,"Provide metadata to complete trust setup.

_Steps:_

* Copy {{SAML2_SNOWFLAKE_METADATA}} value
* Share securely with Entra ID admin",,
CSCI-366,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,27/Aug/25 2:58 PM,27/Aug/25 3:00 PM,,202732 - Validate Integration,"Ensure Snowflake accepted configuration.

_Steps:_

* Run {{DESC SECURITY INTEGRATION ENTRA_ID_SSO}}
* Confirm values (Issuer, SSO URL, Cert) are correct",,
CSCI-365,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,27/Aug/25 2:57 PM,27/Aug/25 3:00 PM,,202731 - Create SAML Security Integration,"Define SAML integration with Entra ID.

_Steps:_

* Connect to Snowflake via Snowsight/CLI
* Run {{CREATE OR REPLACE SECURITY INTEGRATION}} with Tenant ID, SSO URL, certificate",,
CSCI-354,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,27/Aug/25 2:32 PM,10/Oct/25 5:42 PM,,202750 - Enable Provisioning,"[devops task 202750|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/202750]

_Steps:_

* Set provisioning *On*
* Monitor sync progress in logs",,
CSCI-353,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,27/Aug/25 2:32 PM,10/Oct/25 5:42 PM,,202749 - Configure attribute mappings,"[devops task 202749|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/202749]

_Steps:_

* Map user attributes (UPN → userName, mail → email, etc.)
* Optionally configure groups",,
CSCI-352,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,27/Aug/25 2:31 PM,10/Oct/25 5:42 PM,,202748 - Test Connection,"[devops task 202748|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/202748]

_Steps:_

* Click *Test Connection*
* Verify success via PrivateLink",,
CSCI-351,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,27/Aug/25 2:31 PM,10/Oct/25 5:42 PM,,202747 - Input SCIM endpoint & secret,"[devops task 202747|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/202747]

_Steps:_

* Paste Snowflake SCIM endpoint
* Paste {{OAUTH_CLIENT_SECRET}}",,
CSCI-350,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,27/Aug/25 2:31 PM,10/Oct/25 5:42 PM,,202746 - Configure provisioning mode = Automatic,"[devops link 202746|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/202746]

_Steps:_

* Open Snowflake Enterprise App → *Provisioning*
* Select *Automatic*",,
CSCI-345,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,27/Aug/25 1:27 PM,02/Sep/25 4:00 AM,,203066 - Add DNS entries to privatelink.snowflakecomputing.com,,,
CSCI-344,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,27/Aug/25 1:26 PM,02/Sep/25 4:01 AM,,202774 - Add NSG outbound rule to service tag AzureActiveDirectory from snet-vm,,,
CSCI-343,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,27/Aug/25 1:26 PM,11/Sep/25 9:32 AM,,202739 - Troubleshoot errors if required,"Resolve SAML issues.

_Steps:_

* Check Entra Sign-in logs
* Validate DNS points to Private Endpoint
* Re-check certificate format",,Hi @user - just want to know where this task is up to. Thanks.
CSCI-342,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,27/Aug/25 1:26 PM,27/Aug/25 1:29 PM,,202738 - Test SP-initiated login,"Confirm login works via Snowflake portal.

_Steps:_

* Open PrivateLink Snowflake URL
* Select “Sign in with SSO”
* Verify access granted",,
CSCI-341,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,27/Aug/25 1:26 PM,27/Aug/25 1:31 PM,,202737 - Test IdP-initiated login,"Confirm login works via MyApps.

_Steps:_

* Sign into MyApps portal
* Launch Snowflake app → expect MFA + successful login",,
CSCI-340,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,27/Aug/25 1:26 PM,19/Sep/25 3:47 PM,,202736 - Raveen - Update Entra SAML Config with Snowflake metadata,"Finalize trust with Snowflake metadata.

_Steps:_

* Update Identifier/Reply URL with Snowflake metadata
* Save changes in Entra ID",,
CSCI-339,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,27/Aug/25 1:18 PM,03/Sep/25 9:54 AM,,"202733 - Document Tenant ID, App ID, SAML URLs","[202733|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/202733]

Capture values for use in Snowflake config.

_Steps:_

* Note Tenant ID (GUID)
* Note Application (client) ID
* Store in shared secure documentation (e.g., OneNote, Key Vault)",,
CSCI-338,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,27/Aug/25 1:18 PM,03/Sep/25 9:53 AM,,TASK 202729 202729 Extract Entra ID Certificate and Metadata,"[202729|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/202729]

Export required certificate for Snowflake.

_Steps:_

* Download *Base64 certificate*
* Copy *App Federation Metadata URL*",,
CSCI-337,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,27/Aug/25 1:18 PM,03/Sep/25 9:52 AM,,202728 Add SAML Claims,"[202728 |https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/202728]

Map Entra user attributes to Snowflake claims.

_Steps:_

* Add claims for email, givenName, surname, and UPN
* Verify values match Snowflake requirements",,
CSCI-336,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,27/Aug/25 1:17 PM,03/Sep/25 9:51 AM,,202727 Configure Basic SAML Settings,"[202727|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/202727]

Ensure SAML endpoints use PrivateLink.

_Steps:_

* Open the Snowflake Enterprise App → *Single Sign-On*
* Configure Identifier, Reply URL, Sign-On URL, and Logout URL using {{https://cw-au.privatelink.snowflakecomputing.com}}",,
CSCI-335,CSCI,CW Cloud Data Platform Interim Solution,Subtask,Done,Medium,27/Aug/25 1:17 PM,03/Sep/25 9:50 AM,,202726 Create Snowflake Enterprise Application,"[Devops|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/202276]

Add Snowflake as an application in Entra ID.

_Steps:_

* Go to *Entra ID → Enterprise Applications*
* Click *+ New Application* → Search *Snowflake*
* Select and click *Create*",,
